commercial_area,weekend_sales,weekday_sales,total_shops,weekend_per_shop,weekday_per_shop,weekend_index
방이동먹자골목,69455502068.0,129190826968.0,8046.0,8632302.021874223,16056528.333084762,0.5376194556383157
아현역 1번,927474008.0,1725826664.0,138.0,6720826.144927536,12505990.31884058,0.5374085517084118
대림갑을명가아파트,126498823.0,235515484.0,120.0,1054156.8583333334,1962629.0333333334,0.5371146765025436
쌍문역둘리상점가,3701225602.0,6894357382.0,636.0,5819537.1100628935,10840184.562893081,0.5368485265448052
잠실 관광특구,117689305791.0,219251689940.0,18504.0,6360208.91650454,11848880.779290965,0.536777188915655
창신골목시장,4910403839.0,9148600369.0,1638.0,2997804.5415140414,5585226.11050061,0.5367382595089503
광진정말공원,2853848130.0,5325972374.0,1158.0,2464462.9792746115,4599285.297063903,0.535836074541381
보라매동주민센터(당곡고등학교),169509709.0,316347838.0,408.0,415464.97303921566,775362.3480392157,0.535833309535689
망원나들목체육관,297764973.0,555780551.0,192.0,1550859.234375,2894690.3697916665,0.5357599730041651
화계역 2번,69541901.0,130014553.0,72.0,965859.7361111111,1805757.6805555555,0.5348778224849953
신길3동주민센터,1436257119.0,2686234451.0,792.0,1813455.9583333333,3391710.1654040404,0.5346730321567155
홍대땡땡거리,8987403641.0,16826639920.0,3246.0,2768762.6743684537,5183807.738755391,0.5341175471591123
아차산역,15059162675.0,28211686827.0,3234.0,4656512.886518244,8723465.314471243,0.5337916434187702
명일역,17739591992.0,33241489422.0,3816.0,4648740.039832285,8711082.1336478,0.5336581573345363
무너미어린이공원,79256749.0,148562636.0,306.0,259008.98366013073,485498.81045751635,0.5334904598757928
새절역 2번,1282824831.0,2410588213.0,426.0,3011325.8943661973,5658657.776995305,0.5321625751266378
공릉역,14677210807.0,27617053699.0,2334.0,6288436.506855184,11832499.442587832,0.5314546210094618
백학시장,8106232193.0,15253934191.0,2046.0,3961990.3191593355,7455490.806940371,0.5314191140134047
노원역,77412584611.0,145718013595.0,13566.0,5706367.72895474,10741413.356553148,0.5312492443532475
목사랑시장(목4동시장),1259050263.0,2370551493.0,726.0,1734229.0123966942,3265222.4421487604,0.5311212461394949
도봉역 2번,5116612298.0,9640148425.0,2130.0,2402165.3981220657,4525891.279342723,0.5307607385723421
뜸부기어린이공원,865915478.0,1632151416.0,528.0,1639991.4356060605,3091195.8636363638,0.5305362416203668
경동시장,1063268805.0,2004305544.0,702.0,1514627.9273504273,2855136.1025641025,0.5304923733723903
서대문소방서,1331238328.0,2510575093.0,324.0,4108760.2716049384,7748688.558641976,0.5302523440592422
샘말어린이공원,150357429.0,283751571.0,216.0,696099.2083333334,1313664.6805555555,0.5298910891316264
창동골목시장,2308312816.0,4358426689.0,978.0,2360238.0531697343,4456469.0071574645,0.5296206591763554
해오름공원,1117129337.0,2110139275.0,978.0,1142259.0357873212,2157606.6206543967,0.5294102385729966
태릉시장 특화거리,2557852739.0,4831671301.0,1398.0,1829651.4585121602,3456131.116595136,0.5293929532148859
우리시장,490931560.0,927464888.0,378.0,1298760.7407407407,2453610.814814815,0.5293263026470496
방신전통시장,378009212.0,715601555.0,522.0,724155.5785440613,1370884.204980843,0.5282397856164524
남구로시장,2301286477.0,4357579067.0,1716.0,1341076.0355477855,2539381.7406759905,0.5281112382854212
개봉중앙시장,3412172987.0,6462498642.0,936.0,3645483.9604700855,6904378.891025641,0.5279959309893191
강북중학교,1360465465.0,2580015087.0,900.0,1511628.2944444444,2866683.43,0.5273091122044279
마장역 2번,4744105028.0,9011279080.0,624.0,7602732.416666667,14441152.371794872,0.5264630010770902
장곡초등학교,1746518293.0,3317904491.0,804.0,2172286.434079602,4126746.8793532336,0.5263919735295358
응암3동주민센터,1684413793.0,3204705426.0,498.0,3382357.014056225,6435151.457831325,0.5256064346302262
신대방역 3번,131098811.0,249508831.0,54.0,2427755.7592592593,4620533.907407408,0.5254275388753675
방천골목시장,798065958.0,1519476165.0,480.0,1662637.4125,3165575.34375,0.5252244006078239
신대방역 2번,6755659113.0,12874980647.0,2148.0,3145092.696927374,5993938.848696462,0.5247121761362908
성동구립금호도서관,265210498.0,505753757.0,36.0,7366958.277777778,14048715.472222222,0.5243866097469247
관악해태어린이공원,557846209.0,1064212903.0,540.0,1033048.5351851851,1970764.6351851851,0.5241866617360492
고덕 골목형상점가,2998673206.0,5721978971.0,330.0,9086888.503030304,17339330.215151515,0.5240622555933543
신림역(신림),29502146793.0,56348344412.0,6906.0,4271958.7015638575,8159331.65537214,0.5235672334450556
문래예술촌(문래창작촌),22623930862.0,43222582810.0,7638.0,2962022.8936894475,5658887.511128568,0.5234284809274682
삼전역 1번,9029847654.0,17255043966.0,2592.0,3483737.5208333335,6657038.56712963,0.5233164094970003
은행사거리,8441936330.0,16131828515.0,2214.0,3812979.372177055,7286282.0754290875,0.5233093274051581
미성초등학교,712937835.0,1363101373.0,876.0,813855.9760273972,1556051.7956621004,0.5230262760508568
면목역 2번,4168827063.0,7973153064.0,1782.0,2339409.126262626,4474272.202020202,0.5228580248663341
도봉세무서,1505442049.0,2879623880.0,864.0,1742409.7789351852,3332898.0092592593,0.5227912087602218
망원월드컵시장,334382917.0,639690881.0,702.0,476328.9415954416,911240.5712250712,0.5227257835491952
독산동 맛나는거리상점가(독산동 맛나는거리),3552693487.0,6801088176.0,1170.0,3036490.1598290596,5812895.876923077,0.5223713316255643
방학1동주민센터,3563591103.0,6825919039.0,2070.0,1721541.595652174,3297545.429468599,0.5220675901134139
방이역 4번,14394972773.0,27575929683.0,4374.0,3291031.726794696,6304510.6728395065,0.5220122381539944
신림역 8번,5681371812.0,10885016761.0,1128.0,5036677.138297873,9649837.554078015,0.5219442410374439
방학초등학교,2903130487.0,5563599560.0,750.0,3870840.649333333,7418132.746666667,0.5218079510740344
신길동홍어거리,487983336.0,936033466.0,294.0,1659807.2653061224,3183787.299319728,0.521331078134764
신당역 3번,3353949738.0,6440353106.0,1482.0,2263123.979757085,4345717.345479082,0.5207710948139432
응암시장(신응암시장),719853519.0,1382464501.0,426.0,1689796.9929577464,3245221.8333333335,0.5207030766282221
제일시장,6913636045.0,13290525881.0,780.0,8863635.955128206,17039135.744871795,0.5201928130536704
연천초등학교,158523317.0,305096796.0,186.0,852275.8978494623,1640305.3548387096,0.519583683205903
예일여고,859991640.0,1655638643.0,402.0,2139282.686567164,4118504.0870646765,0.5194319688272703
난우초등학교,2295193852.0,4420917961.0,912.0,2516659.9254385964,4847497.764254386,0.5191668047784432
봉천역 4번(봉천110안전센터),2376432844.0,4584028633.0,1236.0,1922680.294498382,3708761.029935275,0.5184157941100713
학동근린공원,43229164.0,83401972.0,102.0,423815.3333333333,817666.3921568628,0.5183230439683129
능동로골목시장,1968993269.0,3802283285.0,744.0,2646496.329301075,5110595.813172043,0.5178449687764387
신대방삼거리역 1번,161780422.0,312427644.0,510.0,317216.5137254902,612603.2235294117,0.517817245390744
구삼강변맛길,10321455608.0,19933774011.0,2046.0,5044699.710654937,9742802.546920821,0.5177873292987238
암사역,14996417281.0,28998159645.0,2394.0,6264167.61946533,12112848.640350876,0.5171506559239787
문성초등학교,4358274633.0,8438596777.0,2274.0,1916567.5606860158,3710904.4753737906,0.5164691178133775
송천동주민센터,87474002.0,169395790.0,72.0,1214916.6944444445,2352719.3055555555,0.5163882880442306
중랑역 2번,812827902.0,1575726414.0,294.0,2764720.7551020407,5359613.653061224,0.5158432928319243
코엑스,18442164436.0,35777158271.0,2058.0,8961207.208940718,17384430.64674441,0.5154731489937455
불광역,3420603504.0,6636533447.0,1260.0,2714764.685714286,5267090.037301587,0.5154202161892608
연신내우체국,839597058.0,1630291391.0,720.0,1166107.025,2264293.5986111113,0.5149981547071789
개봉1동주민센터,3513929868.0,6829403708.0,2610.0,1346333.2827586208,2616629.773180077,0.514529528234473
신대방삼거리역 3번,476052289.0,925460550.0,282.0,1688128.684397163,3281775.0,0.5143950101384657
면동초등학교,1195279979.0,2323712082.0,750.0,1593706.6386666666,3098282.776,0.5143838551509498
상수역 4번,2993973297.0,5821138934.0,1500.0,1995982.198,3880759.2893333333,0.5143277511403922
남구로역 3번,4472175672.0,8697969889.0,3180.0,1406344.5509433963,2735210.656918239,0.5141631586533537
은행나무시장,1485608248.0,2891289792.0,492.0,3019528.9593495936,5876605.268292683,0.513821980802677
영등포역 2번,2208468792.0,4304955628.0,1146.0,1927110.6387434555,3756505.7835951135,0.5130061684343102
남성사계시장(남성시장),13532790338.0,26428464792.0,2388.0,5666997.6289782245,11067196.311557788,0.5120535923863587
행당역 2번,2608960274.0,5096977004.0,666.0,3917357.7687687688,7653118.624624625,0.5118642426584509
난곡 골목형상점가,124942848.0,244138631.0,72.0,1735317.3333333333,3390814.3194444445,0.5117700852512768
목동센트럴아이파크앞,1962420249.0,3835497191.0,552.0,3555109.1467391304,6948364.476449275,0.5116469003301116
건대입구역(건대),64589917060.0,126311381212.0,13722.0,4707033.745809649,9205027.052324735,0.5113546890251545
강북구청,3863291656.0,7562675729.0,1086.0,3557358.7992633516,6963789.805709024,0.5108366131825193
구로4동주민센터,5476483026.0,10726366994.0,2154.0,2542471.228412256,4979743.26555246,0.5105627123389845
대광초등학교,113527657.0,222456386.0,156.0,727741.391025641,1426002.4743589743,0.5103366958411345
시흥초등학교(시흥1동우체국),2150496305.0,4214951158.0,1188.0,1810182.074915825,3547938.685185185,0.5102066962077002
한울중학교,2070778214.0,4059087153.0,1038.0,1994969.3776493256,3910488.5867052022,0.5101585987059983
장안초등학교,17427415.0,34194390.0,30.0,580913.8333333334,1139813.0,0.5096571396653077
신원시장,2012352636.0,3949567874.0,1272.0,1582038.2358490566,3105006.1902515725,0.5095121036524818
응암역 2번,813805313.0,1597686480.0,540.0,1507046.875925926,2958678.6666666665,0.5093648367106418
구산역 2번,553807240.0,1087790722.0,558.0,992486.0931899642,1949445.7383512545,0.5091119355952735
장신구 특화거리 상점가,333783126.0,655704833.0,240.0,1390763.025,2732103.470833333,0.5090447853996525
방화역 2번,3415349147.0,6715784461.0,564.0,6055583.5939716315,11907419.257092198,0.5085555033568551
목동사거리,8939061491.0,17595492298.0,2808.0,3183426.456908832,6266200.960826211,0.5080313377771227
세종마을음식문화거리(금천교시장),18216810314.0,35875416582.0,2712.0,6717112.947640118,13228398.444690265,0.5077797569921471
종암경찰서,6016664214.0,11870801740.0,1338.0,4496759.502242153,8872049.13303438,0.5068456491633732
자양동우체국,1458374831.0,2878580367.0,924.0,1578327.7391774892,3115346.7175324676,0.5066298817704679
영신초등학교,4209912903.0,8322927590.0,1572.0,2678061.643129771,5294483.199745547,0.5058211617818484
고척골목시장상점가(그라운드 고척),902409845.0,1784905941.0,360.0,2506694.013888889,4958072.058333334,0.5055783748999242
암사종합시장,4200171560.0,8318230048.0,1056.0,3977435.1893939395,7877111.787878788,0.5049357298082747
동대문역,6217448956.0,12316299658.0,1710.0,3635935.061988304,7202514.419883041,0.5048146869308658
비단길현대시장(현대시장),2329535687.0,4615321853.0,1608.0,1448716.2232587065,2870225.032960199,0.5047395958931404
당고개역 2번,1041235887.0,2063832804.0,882.0,1180539.5544217688,2339946.4897959186,0.5045156201519511
보광시장,21362530.0,42349991.0,18.0,1186807.2222222222,2352777.277777778,0.5044282063719919
태능엔터피아(태릉시장),165140364.0,327443556.0,96.0,1720212.125,3410870.375,0.504332306970182
중랑역 4번,1703298615.0,3379334316.0,384.0,4435673.4765625,8800349.78125,0.5040337698864121
화랑대역 7번,671951073.0,1335351904.0,54.0,12443538.388888888,24728738.962962963,0.5032014939187146
왕십리파출소,1111227910.0,2209175737.0,132.0,8418393.257575758,16736179.825757576,0.5030056646869646
대방역 4번,393186647.0,782082797.0,84.0,4680793.416666667,9310509.488095239,0.5027429941027075
성신여대,40146788175.0,79877622460.0,10422.0,3852119.379677605,7664327.620418346,0.5026036947344564
남강고등학교(남강중학교),2974849936.0,5920875285.0,1086.0,2739272.5009208103,5452003.024861879,0.5024341491428661
영등포푸르지오아파트,775804690.0,1544263901.0,630.0,1231436.0158730159,2451212.541269841,0.5023783107910648
상도초등학교,93795559.0,186853606.0,288.0,325679.02430555556,648797.2430555555,0.5019735021865193
면목역 1번,210102979.0,418636852.0,444.0,473204.90765765763,942875.7927927928,0.5018740657833917
등나무근린공원,8432898435.0,16809388188.0,1506.0,5599534.153386454,11161612.342629483,0.5016778921805217
연신내역,7031417929.0,14021581243.0,2586.0,2719032.455143078,5422111.849574633,0.5014711113634418
동작구자원봉사센터,19828087.0,39568508.0,96.0,206542.57291666666,412171.9583333333,0.5011077749001808
관악구신사동주민센터,4541965643.0,9065681473.0,2634.0,1724360.532649962,3441792.51063022,0.5010065328819655
누원고등학교,701958004.0,1401130382.0,144.0,4874708.361111111,9730072.097222222,0.5009940638058336
성신여대입구역 1번,1522941981.0,3039890306.0,1056.0,1442179.90625,2878684.0018939395,0.5009858342566128
거여역,9410341507.0,18786478192.0,1980.0,4752697.730808081,9488120.2989899,0.5009103574829307
국민은행방학지점,179893569.0,359161252.0,150.0,1199290.46,2394408.3466666667,0.5008713161518882
홍제역 3번,32059683.0,64038975.0,192.0,166977.515625,333536.328125,0.5006276724447885
만양로상점가,3101022691.0,6197418708.0,570.0,5440390.685964912,10872664.4,0.5003732742790178
오류2동버들시장,4563722723.0,9129220834.0,2250.0,2028321.2102222221,4057431.481777778,0.49990276344321805
서울중앙시장(신중앙시장),9828150214.0,19662120218.0,3336.0,2946088.193645084,5893920.928657074,0.49985200502449695
월정로시장,302784146.0,606060986.0,216.0,1401778.4537037036,2805837.8981481483,0.4995935277048174
마포구청역 4번,2595309774.0,5196456337.0,660.0,3932287.536363636,7873418.692424242,0.49943838756438297
독산2동주민센터,2228087841.0,4469884012.0,864.0,2578805.371527778,5173476.865740741,0.4984665899648405
신곡초등학교,347259930.0,697138323.0,258.0,1345968.7209302327,2702086.523255814,0.4981219917815364
GS강동자이아파트,1756203026.0,3527844180.0,792.0,2217428.0631313133,4454348.712121212,0.4978119600509114
사가정역 1번,4791477614.0,9626908960.0,1824.0,2626906.586622807,5277910.614035088,0.4977171420139825
노량진중앙시장,3006587571.0,6046813465.0,498.0,6037324.4397590365,12142195.712851405,0.4972185082941037
신대방역 4번,3596871024.0,7234506941.0,1440.0,2497827.1,5023963.153472222,0.49718260737514997
신자초등학교,2161494169.0,4349004843.0,978.0,2210116.737218814,4446835.217791411,0.4970089128502725
석촌역 7번,11908242068.0,23976207313.0,3174.0,3751809.095148078,7553940.552299937,0.49666913171639543
독산119안전센터,2400129253.0,4833017546.0,1332.0,1801898.8385885886,3628391.551051051,0.4966109123660111
구산역,5778704998.0,11636505047.0,972.0,5945169.751028807,11971713.011316873,0.4966014258284367
석수역 1번 출입구,1810364944.0,3646569561.0,552.0,3279646.637681159,6606104.277173913,0.4964569888812276
신길새마을금고신길4동지점,118534852.0,238866842.0,210.0,564451.6761904762,1137461.1523809524,0.4962382011983061
혜원여고,939174409.0,1892803265.0,444.0,2115257.677927928,4263070.416666667,0.4961817355064632
방이역 1번,5096912489.0,10279257904.0,918.0,5552192.253812636,11197448.697167756,0.49584440205713903
마천역(마천초등학교),3870445206.0,7809353735.0,2970.0,1303180.204040404,2629412.031986532,0.49561658202949876
한티역,17119164771.0,34565514310.0,3246.0,5273926.3003696855,10648648.894023413,0.4952671792315073
보인중학교,1980755383.0,4000670145.0,720.0,2751049.1430555554,5556486.3125,0.49510589756456913
오류지구대,621044354.0,1255522361.0,216.0,2875205.342592593,5812603.523148148,0.49465017373752695
경창시장,1009957659.0,2042139427.0,630.0,1603107.3952380952,3241491.153968254,0.4945586210456138
수유초등학교,2276761722.0,4603909784.0,1188.0,1916466.0959595959,3875344.936026936,0.4945278749623735
홍제3동주민센터,2114164632.0,4275826618.0,1428.0,1480507.4453781513,2994276.343137255,0.49444582787804703
번동주공2단지,907172203.0,1834918356.0,282.0,3216922.705673759,6506802.680851064,0.4943937696375631
포방터시장,871231544.0,1762489692.0,864.0,1008369.8425925926,2039918.625,0.49431866067333574
신정네거리역 4번,703136548.0,1423372595.0,150.0,4687576.986666666,9489150.633333333,0.4939933159244224
새절역 3번,1093023666.0,2213207585.0,678.0,1612129.3008849558,3264317.9719764013,0.49386405206992817
우림골목시장,6022040672.0,12193864975.0,2190.0,2749790.2611872144,5567974.874429224,0.4938582380850087
영천시장,1880134104.0,3808711000.0,774.0,2429113.8294573645,4920815.245478036,0.49364052667687314
성균관대학교,2614498254.0,5309001948.0,1698.0,1539751.621908127,3126620.699646643,0.49246511483856775
푸른들청소년도서관,4505173355.0,9153141008.0,2484.0,1813676.8739935588,3684839.375201288,0.49219971057611833
대명여울빛거리시장(대명시장),8324039349.0,16913727113.0,2382.0,3494558.920654912,7100641.105373636,0.4921469581120349
당고개역 5번,661035158.0,1343758765.0,738.0,895711.596205962,1820811.3346883468,0.4919299320812244
면목2동체육관,1743822256.0,3545949441.0,1134.0,1537762.1305114639,3126939.5423280424,0.4917786575964888
국립정신건강센터,2409607059.0,4903243483.0,912.0,2642113.0032894737,5376363.468201755,0.4914312469601665
강남 마이스 관광특구,45349812571.0,92303510764.0,4392.0,10325549.310336977,21016282.050091073,0.49131189264241115
영등포역지하도상점가,6595359111.0,13424326205.0,1302.0,5065559.993087557,10310542.400153609,0.49129907976636505
"중곡제일시장(중곡제일골목시장, 광성시장)",2897778306.0,5898331446.0,1632.0,1775599.4522058824,3614173.680147059,0.4912878044459762
"대림골목시장(대림시장, 양지시장)",1869732041.0,3807920551.0,1134.0,1648793.6869488535,3357954.6305114636,0.4910113055034693
신월7동주민센터,1414032494.0,2881143192.0,786.0,1799023.5292620866,3665576.580152672,0.4907886903803704
공릉동 국수거리,3613977232.0,7370336441.0,2094.0,1725872.6036294175,3519740.4207258835,0.4903408766926872
쌍문역동측상점가,5825873828.0,11884438994.0,1254.0,4645832.398724083,9477224.07814992,0.49021025148442104
정릉역 1번,2483314230.0,5068289512.0,1440.0,1724523.7708333333,3519645.4944444443,0.48997087165607833
망우역 1번,2189525916.0,4471522482.0,618.0,3542922.194174757,7235473.27184466,0.48966004863307316
신설동역,20847786322.0,42578616705.0,5760.0,3619407.347569444,7392120.955729167,0.4896304280254329
자양골목전통시장(자양골목시장),1553014110.0,3173085208.0,924.0,1680751.2012987013,3434074.9004329005,0.48943347190442044
정릉북한산국립공원입구,235525709.0,481448900.0,72.0,3271190.402777778,6686790.277777778,0.4892018841459603
노량진역(노량진),35793533630.0,73174283682.0,6666.0,5369567.00120012,10977240.276327632,0.4891545475942224
화양제일골목시장,1816216755.0,3719825021.0,870.0,2087605.4655172413,4275660.943678161,0.48825327663174506
금남시장,2809540364.0,5756932822.0,1014.0,2770749.865877712,5677448.542406311,0.4880272969772028
역촌노인복지관,2089905445.0,4282896116.0,1206.0,1732923.2545605307,3551323.4792703153,0.4879654767232276
장안동사거리,17400613087.0,35663647290.0,4878.0,3567161.3544485443,7311120.805658056,0.48790896078313023
이태원엔틱가구거리,749001367.0,1535193115.0,264.0,2837126.390151515,5815125.435606061,0.4878873932417291
신풍역 1번,4848677467.0,9944511748.0,684.0,7088709.747076023,14538759.865497077,0.48757320518779074
석계역 2번,1948786966.0,3997669246.0,996.0,1956613.4196787148,4013724.142570281,0.487480790950858
석촌시장,8241996700.0,16911769179.0,1872.0,4402776.014957265,9034064.732371794,0.4873527194443032
"동원전통종합시장(동원시장, 동원전통시장 상점가)",12978907748.0,26639085075.0,2898.0,4478574.102139407,9192230.8747412,0.4872129696443789
시흥4동주민센터(서울신흥초등학교),1497473751.0,3074508934.0,918.0,1631235.022875817,3349138.272331155,0.4870611154971521
장충동주민센터,351800282.0,722359441.0,192.0,1832293.1354166667,3762288.7552083335,0.4870155521370143
잠실새내역(신천),63680950215.0,130796896383.0,11586.0,5496370.638270326,11289219.435784567,0.48686896995269047
신림현대아파트,420275384.0,863488310.0,102.0,4120346.901960784,8465571.666666666,0.4867180934968303
서대문구보건소별관,557660709.0,1145837414.0,450.0,1239246.02,2546305.3644444444,0.4866839764406576
남가좌파출소,4107119846.0,8439297281.0,1716.0,2393426.4836829836,4918005.408508158,0.48666609425486834
연신내역 7번,2579475652.0,5303748861.0,1932.0,1335132.3250517598,2745211.6257763975,0.4863495085462343
덕수교,1024419157.0,2106575318.0,312.0,3283394.733974359,6751843.967948718,0.48629600292316727
고덕역,23376305176.0,48078632505.0,1980.0,11806214.735353535,24282137.62878788,0.4862098599324544
지향초등학교,43002429.0,88486739.0,84.0,511933.6785714286,1053413.5595238095,0.4859759720606271
도림2동유수지내체육시설,198388090.0,408238001.0,174.0,1140161.4367816092,2346195.408045977,0.4859618396965451
"남부골목시장(남부화곡시장, 남부시장)",2613860822.0,5380982404.0,2304.0,1134488.2039930555,2335495.8350694445,0.4857590353867286
먹골역 5번,2582291969.0,5317098338.0,1842.0,1401895.7486427797,2886589.760043431,0.4856581174256251
난우중학교,424264296.0,874157706.0,294.0,1443075.836734694,2973325.5306122447,0.485340680620849
석계역 1번,6672692375.0,13752012191.0,1596.0,4180884.946741855,8616548.991854636,0.48521571115003387
신월1동주민센터,1603600813.0,3306557091.0,1158.0,1384802.0837651123,2855403.3601036267,0.48497599432496846
돌곶이시장(석관황금시장),416567233.0,859478203.0,498.0,836480.3875502008,1725859.845381526,0.48467457527832153
태릉입구역,8139936190.0,16796045389.0,1596.0,5100210.645363408,10523837.96303258,0.48463409103020016
석촌역(석촌호수),17327979824.0,35764707038.0,5136.0,3373827.847352025,6963533.301791278,0.48449942021303355
사당1동먹자골목상점가(사당1동먹자골목),19023910916.0,39295291527.0,2310.0,8235459.270995671,17010948.712987013,0.4841269825655466
등촌3동주민센터,5107061759.0,10550619351.0,2304.0,2216606.666232639,4579261.87109375,0.48405326636259954
공릉역 2번,519945568.0,1074367452.0,1248.0,416623.0512820513,860871.3557692308,0.4839550630765014
신구중학교,3905016962.0,8071496972.0,72.0,54236346.69444445,112104124.6111111,0.4838033112750328
둔촌역,16739149973.0,34613357656.0,4992.0,3353195.1067708335,6933765.556089744,0.48360376185863546
망원역,7434809947.0,15391183984.0,2046.0,3633826.9535679375,7522572.817204301,0.4830564012962812
신림역 1번,728959192.0,1510327466.0,48.0,15186649.833333334,31465155.541666668,0.48264976199538967
성수119안전센터,2565109353.0,5314752292.0,1776.0,1444318.3293918918,2992540.704954955,0.4826394932574969
오목교역,22408455955.0,46449857441.0,4794.0,4674271.162911973,9689165.089904048,0.4824224914675556
서경대학교,2755729748.0,5713835732.0,792.0,3479456.7525252528,7214439.055555556,0.4822906847963266
그라운드 고척,6965729962.0,14448628953.0,1836.0,3793970.5675381264,7869623.612745098,0.48210317980057826
성내전통시장,1035292420.0,2148104308.0,564.0,1835624.8581560284,3808695.581560284,0.48195630730982175
NH농협은행 보광동지점,325465952.0,675431528.0,426.0,764004.5821596244,1585520.0187793428,0.4818637249044732
은평요양병원,2782065604.0,5774067208.0,1284.0,2166717.7601246107,4496937.07788162,0.4818207865931026
신월시영아파트중문,40106302.0,83287250.0,192.0,208886.98958333334,433787.7604166667,0.481541916679924
오거리공원,1128548539.0,2344314432.0,1440.0,783714.2631944445,1627996.1333333333,0.48139811093395174
장스여성병원,2959049732.0,6148712620.0,996.0,2970933.4658634537,6173406.24497992,0.48124703736763674
동구여중,2793562845.0,5806538865.0,546.0,5116415.467032967,10634686.565934066,0.48110637161816366
청계천공구상가,3823359112.0,7949063999.0,570.0,6707647.564912281,13945726.314035088,0.4809823033857801
천호역,19047266245.0,39601150193.0,6042.0,3152477.034922211,6554311.518205892,0.48097760171538756
응암정보도서관,2055456662.0,4275378522.0,2256.0,911106.6764184397,1895114.5930851065,0.4807660073659321
동북프라자,342838421.0,713660594.0,192.0,1785616.7760416667,3716982.2604166665,0.480394215236718
방이시장,6520131512.0,13581850390.0,2244.0,2905584.452762923,6052517.999108735,0.48006209204017003
신창초등학교,3110897128.0,6480295606.0,2604.0,1194660.955453149,2488592.7826420893,0.4800548180425089
청량리수산시장,1042317.0,2173720.0,78.0,13363.038461538461,27868.20512820513,0.4795084003459507
남천초등학교,2546427122.0,5311541026.0,1236.0,2060216.1181229774,4297363.289644013,0.4794139985995093
삼양사거리역 1번,30361399.0,63350265.0,120.0,253011.65833333333,527918.875,0.47926238351173434
중랑노인종합복지관,2724552185.0,5685146839.0,1962.0,1388660.644750255,2897628.358307849,0.4792404245937191
송파사거리(송파역),5929784681.0,12377975669.0,2196.0,2700266.2481785063,5636600.942167577,0.4790593259809711
장충동족발거리(남소영길),8558494434.0,17879494660.0,1266.0,6760264.165876777,14122823.586097946,0.4786765284338299
창2동주민센터,1310154460.0,2737923605.0,1020.0,1284465.156862745,2684238.8284313725,0.4785211894179202
꿈의숲 장곡 골목형상점가,1446133967.0,3025734638.0,324.0,4463376.441358024,9338687.154320987,0.47794474400963644
건대입구역 1번,3480970098.0,7295842692.0,1296.0,2685933.717592593,5629508.25,0.4771169342531104
합정역,30098633275.0,63086481933.0,7020.0,4287554.597578348,8986678.338034188,0.4771011530959323
영림시장,6538876325.0,13706312003.0,2964.0,2206098.625168691,4624261.809379217,0.47707044196635745
황학코아루아파트,2030822281.0,4257029182.0,180.0,11282346.005555555,23650162.122222222,0.4770515291713121
암사역 1번,3014705221.0,6320937564.0,2178.0,1384162.1767676768,2902175.1900826446,0.47693956639752694
삼선동주민센터,4528962619.0,9496708730.0,1776.0,2550091.5647522523,5347245.906531531,0.47689812836873224
상도도깨비 골목형상점가,649415421.0,1362297819.0,228.0,2848313.25,5974990.434210527,0.476705909634874
회기시장,1351868795.0,2836080985.0,1002.0,1349170.4540918164,2830420.144710579,0.47666790974941076
쌍문2동우체국,3156726603.0,6629010690.0,1266.0,2493464.9312796206,5236185.37914692,0.47619874980168414
암사동성당(효정하나플러스아파트),1529096799.0,3214919769.0,1242.0,1231156.842995169,2588502.229468599,0.4756251816124249
상계5동주민센터,3123948760.0,6576065883.0,2346.0,1331606.4620630862,2803097.1368286447,0.475048275911563
영락고등학교,1350711122.0,2843335398.0,1128.0,1197438.9379432625,2520687.409574468,0.47504459830876417
용마문화복지센터,1570363667.0,3308363573.0,468.0,3355477.920940171,7069152.933760684,0.474664779837364
수유1동주민센터,757172309.0,1595232663.0,696.0,1087891.2485632184,2292000.952586207,0.47464694433729754
상왕십리역 6번,719097397.0,1515087471.0,210.0,3424273.319047619,7214702.242857143,0.4746243439828432
보라매역 4번,1247366497.0,2628322007.0,174.0,7168772.971264368,15105298.890804598,0.4745866350005416
금호역,3980488932.0,8390227684.0,2112.0,1884701.1988636365,3972645.683712121,0.4744196560470838
개웅초등학교(개웅중학교),445244575.0,940218085.0,498.0,894065.4116465864,1887988.12248996,0.47355457430921466
목2동시장,6228211285.0,13153995910.0,1218.0,5113473.961412151,10799668.234811166,0.47348435620731466
본서부병원,11123258429.0,23493707470.0,2466.0,4510648.186942417,9527050.87996756,0.47345692216538016
강서고등학교,587975204.0,1242260091.0,846.0,695006.1513002363,1468392.5425531915,0.473310869647828
상계초등학교,1310607927.0,2770053019.0,1524.0,859978.9547244095,1817620.091207349,0.4731345999554675
전곡시장,977304111.0,2065909950.0,264.0,3701909.5113636362,7825416.4772727275,0.4730622992546214
신월1동우편취급국,3568075165.0,7545866144.0,1572.0,2269767.9166666665,4800169.302798982,0.47285163782518325
고덕중학교(고덕2동주민센터),1286847797.0,2725322741.0,402.0,3201113.922885572,6779409.803482587,0.47218179984357306
오류동역 3번,679498036.0,1439359339.0,396.0,1715904.1313131314,3634745.8055555555,0.4720836677740832
개봉동 현대아파트,7587070901.0,16072852017.0,3030.0,2503983.795709571,5304571.622772277,0.47204260282962074
남가좌동현대아파트,153022221.0,324187083.0,144.0,1062654.3125,2251299.1875,0.4720182543485238
신정3동 골목시장,576163860.0,1221045746.0,144.0,4001137.9166666665,8479484.347222222,0.47186099446924407
